CaseNumber,DateOfRequestReceived,Division-Branch,ApplicantCategory,Outcomes,ExemptionsApplied,DateOfResponseSent,DaysTakenToComplete,RequestWording
2146,2017-12-01,Contaminants,Pressure Group,All withheld,s22,2018-01-02,19,"I am writing to you regarding food survey FS102048 below on levels of metals found in commercial infant foods, infant formula and non-infant specific foods,https://www.food.gov.uk/science/research/chemical-safety-research/env-cont/fs102048#toc-3I understand that the study was conducted in 2013/14 but I do not seem to be able to find the results in your website. Have the results of this study been published? If not, I would like to request full access to these, including product details, brand names and analytical results. "
2145,2017-12-05,Ops Assurance,What do they know,All provided,n/a,2018-01-08,20,"Please accept this email as a new FoI Act 2000 request.Q1. How many slaughter houses are there in England.Q2. How many slaughter houses are authorised to kill animals without pre-stunning them ?Q3. Ref: https://www.express.co.uk/news/uk/700407/Halal-Kosher-Muslim-Jewish-abattoir-slaughterhouse-British-Vet-Food-Standard-Agency""MUSLIM and Jewish slaughterhouses must now publish the number of animals they kill without stunning first after leading vets demanded more transparency."" That press statement from the Daily Express dated the 16 August 2016 contradicts your assertion that, ""the FSA doesn?t collect data on which slaughterhouses produce halal meat"". It is not the production of halal meat per say, it?s the method of killing the animal.My Question 3 is, do you contradict the Chair of the FSA Mrs Heather Hancock who is quoted as saying, ""the new survey would show how many slaughterhouses were stunning or not stunning and this routine data will be regularly supplemented with additional information on the numbers of animals that are slaughtered by these methods? ?Q4. Is the President of the BVA (Mr Sean Wensley) wrong when he says, ?This announcement is a welcome step in the right direction, with public recognition of the need to have reliable and routine data on the number of non-stunned and stunned animals. ?Q5. Given that the President of the BVA said, ""The exemption in legislation that allows for non-stun slaughter is to provide food for certain religious communities. There should only be a quantity of non-stun slaughter that allows for that, and that alone. A significant proportion of sheep and goat meat in particular from non-stun slaughter is going outside the communities for which it is intended, which is contrary to the legislation.?Thus my Q5 is: What steps are being taken by the FSA to make absolutely clear HMG's legislation is being correctly followed to only allow a sufficient quantity of animals killed to satisfy the needs of the Halal fraternity and that alone ? I feel particularly offended at NOT knowing if the meat I buy has been killed humanely or not. Q6. When are you going to insist labelling of meat differentiates the killing method ?Q7. How many slaughter houses are named/known as ""Muslim"" and how many are named/known as ""Jewish"" as there appears to be a ready distinction in the eyes of the Press and the BVA ?Q8. Given that HMG wants CCTV in all slaughter houses by ""next spring"" what steps are being taken by the FSA to monitor that requirement ?Q9. The FSA Chair Heather Hancock delivered a lecture (CAMPDEN BRI LECTURE - updated 16 Jun 17) in which she said , ""Trust arrives on foot. It leaves on horseback.""  She also said, ""The uncomfortable truth is that your average person has very little knowledge of the journey their food has taken, before it got to their kitchen or their plate. That lack of comprehension breeds unease and distrust."" My Question 9 is: How is the FSA apparently ignorant of how many animals are being slaughtered by the non-stunning method which goes against the grain of our Christian society ?Q9 (a)  How is the FSA going to alleviate my incomprehension of the black-hole in the data mountain on this subject ?Q10. The Chair of the FSA said, ""To trust their food they have to trust you. They have to trust me and the FSA. And, industry and regulator, we have to improve our trust in each other.""My Question 10 is: What data is being prepared and when will it show me the meat I buy is sourced from a British slaughter house which obeys the Christian rules of stunning the animal before it is killed ?Q11. ""First, we always need half an eye on the next food crisis"" - once again, Mrs Hancock. What is the FSA doing to ensure the British public are aware that eating meat vaccinated against the FMDv is perfectly safe to eat ?""Half an eye"" will just not do ! "
2147,2017-12-05,Ops Assurance,Other,All provided,n/a,2017-12-29,15,"How many halal abattoirs are there in the UK??What percentage is that of the total number of abattoirs? How many animals of each type are killed in halal abattoirs each year? Why are halal abattoirs allowed to cut the throats of animals to kill them without stunning them first? Are any animals stunned before they are killed in a halal abattoir? If so, what proportion of the total? Who checks to see if the stunning is sufficient to make the animal unconscious before it is killed? In each of the last 5 years has there been any prosecutions for cruelty to animals in a Halal abattoir? Does the new provision to have CCTV in abattoirs apply to halal abattoirs? Who will be able to view this CCTV footage??Will your inspectors be able to view it? If so, how often will it be done? Is the health inspection of killed meat in halal abattoirs exactly the same as non-halal abattoirs? How do you ensure that halal meat is not sold to non-Muslims,which is illegal?"
2153,2017-12-05,Ops Assurance,Academia,All provided,n/a,2017-12-27,14,"I am a vet undertaking a PhD in dairy goat health and production and am currently trying to obtain up to date figures for commercial dairy goat farms in the UK (i.e. farms producing milk for sale for human consumption). I am interested in the numbers dairy goat farms in the UK and the sizes of these farms in terms of numbers of goats. The most recent information I have is from April 2016 (this information was obtained from the FSA, they sent me a FOI request form to complete). Is this something you can help me with or point me in the right direction?"
2148,2017-12-06,Field Ops,Member of the Public,All provided,,2018-01-04,18,"I am writing to make an Information Request under Freedom of Information laws, as follows, relating to the following microbiological sampling results / data I believe is held by the FSA:  PROCESS HYGIENE CRITERIA SAMPLING (as outlined on page 4 and page 10 of the following FSA document https://www.food.gov.uk/sites/default/files/Chapter13-Microbiological-criteria.pdf )UNACCEPTABLE OUTCOMES 1, For each month between November 2016 and October 2017 (see notes), the number of ""Unacceptable""* outcomes from microbiological sampling** for salmonella in each of the following categories... Cattle Carcasses Pig Carcasses  Broilers & Turkey Carcasses Other Carcasses - Horses, Sheep, Goats... recorded in abattoirs in England, Wales - and if applicable - Northern Ireland*** * ""unacceptable"" = mean log / number of positives is above: 2/50 Cattle / Horses / Sheep / Goat carcasses, 3/50 pig carcasses 5/50 Broiler / Turkey carcasses (as outlined on page 10 and 11 of the above FSA document) ** Sampling where the outcome is based on ten consecutive sampling sessions of 5 samples (50 samples in total) - as outlined on page 10 and 11 of the above FSA document *** If Northern Ireland data is not held by FSA please just supply England & Wales 2, Relating to any ""Unacceptable"" outcomes for Broiler / Turkey Carcasses found in the above period, the number of samples subsequently testing positive for Salmonella Typhimurium or Salmonella Enteritidis.   SATISFACTORY OUTCOMES1, For each month between November 2016 and October 2017 (see notes), the number of ""Satisfactory""* outcomes from microbiological sampling** for salmonella in each of the following categories where at least one sample tested positive for salmonella...  Cattle Carcasses Pig Carcasses  Broilers & Turkey Carcasses Other Carcasses - Horses, Sheep, Goats... recorded in abattoirs in England, Wales - and if applicable - Northern Ireland*** * ""satisfactory"" = mean log / number of positives is equal to or below: 2/50 Cattle / Horses / Sheep / Goat carcasses, 3/50 pig carcasses 5/50 Broiler / Turkey carcasses (as outlined on page 10 and 11 of the above FSA document) ** Sampling where the outcome is based on ten consecutive sampling sessions of 5 samples (50 samples in total) - as outlined on page 10 and 11 of the above FSA document *** If Northern Ireland data is not held by FSA please just supply England & Wales 2, Relating to any ""Satisfactory"" outcomes for Broiler / Turkey Carcasses found in the above period but where at least one sample tested positive for salmonella, the number of samples subsequently testing positive for Salmonella Typhimurium or Salmonella Enteritidis.   Notes -- important1, If the above request in its current form goes above the permitted time allowance for FSA responding to FOI queries please reduce the date span accordingly, starting with the most recent month requested eg October 2017 and working chronologically backwards2, If data for the period requested is not yet held owing to the way it is captured and recorded, please supply the data for the most recent period of 12 months that is available (or whatever is do-able in the permitted time) 3, If the data isn't recorded in monthly format, please supply it as a whole for the year or as it is held e.g. weekly, fortnightly, quarterly etc 4, Relating to ""satisfactory"" outcomes - as indicated I am only interested in those instances where sampling found at least 1 carcass testing positively for salmonella (out of the 50 tested) - not those where no positives were found. If this data is not captured / held or exceeds time permitted please just supply the data relating to ""unacceptable"" outcomes.  5, For both ""unacceptable"" and ""satisfactory"" outcomes, if the data requested for any subsequent Salmonella Typhimurium or Salmonella Enteritidis testing isn't held, please ignore.  6, I've written the above request in a manner which should correspond closely with the official microbiological sampling procedures as published by FSA and - presumably - with the way data is subsequently captured / held. 7, If you hold the same data in another format - but which would still enable me to see the number of unacceptable, and satisfactory (with at least one carcass testing positive for salmonella), outcomes for the same period please supply that instead. "
2149,2017-12-06,Legal,Another Public Authority,Vexatious,s 14,2018-01-08,20,I would be grateful if you can supply me with the following information;-1. A copy of the terms of reference/ constitution of the FLPO project board. 2. Copies of the terms of reference / constitution of bodies within the FSA that have been given the authority / power to create official policies of the FSA and any associated documentation that details how the delegation of power of each of these bodies has been so provided.I would prefer if this information can be provided in an electronic format.If you require further information in order to facilitate this request then please do not hesitate to contact me in order that suitable refinements can be made following on from your advice and assistance in this matter. 
2150,2017-12-06,Ops Assurance,Pressure Group,All provided,n/a,2017-12-22,12,"1.  In (i) 2015 and (ii) 2016, how many solipeds were slaughtered in knakery establishments or in situ by knackermen in England? 2.  In (i) 2015 and (ii) 2016, how many equidae who were registered with Weatherbys Passports (British and Irish) were slaughtered in knackery establishments or in situ by knackermen in England? 3.  In (i) 2015 and (ii) 2016, how many equidae aged five years or less, registered with Weatherbys Passports, were slaughtered in England? 4.  In (i) 2015 and (ii) 2016, how many equidae aged 10 years or more, registered with Weatherbys Passports, were slaughtered in England? "
2141,2017-12-08,RoF,Another Public Authority,All provided,n/a,2018-01-10,20,1. Please provide the total cost of foreign (i.e. outside of the UK) travel associated with the ROF programme. a. Please provide details of ROF associated travel in the table below (not copied to spreadsheet)
2151,2017-12-08,FSA Wales,Another Public Authority,Not held,n/a,2017-12-21,10,"In relation to paragraph 4.2 of the FSA Board Paper ? 6 December 2017 FSA 17/12/06 -Regulating Our Future ? Development of the Assurance Framework for the Target Operating model, Report by Nina Purcell, Director of Regulatory Delivery and Wales?In the current model the 1st tier is occupied predominantly by FSA, DAERA in NI on our behalf, and by LAs across England, Wales and NI. Maintaining this arrangement alone in the Target Operating Model would present a risk to its effective operation as data from the annual returns submitted through the Local Authority Enforcement Monitoring System shows that many LAs are finding it increasingly difficult to maintain appropriate levels of resource to undertake the full range of official control activities required. There is also evidence from industry feedback, FSA and external audits that some LAs are finding it difficult to source officers with the technical competence that allows them to present the necessary food control systems challenge in establishments undertaking complex technical processes.?Please provide:a.   Evidence from industry feedback, FSA and external audits that Welsh LAs are finding it difficult to source officers with the technical competence that allows them to present the necessary food control systems challenge in establishments undertaking complex technical processes. b.   Please provide the name or employers details of the individuals making such claims in relation to Welsh LAs;c.   Please provide the details of the food establishments in Wales not receiving the necessary levels of technical competence; and d.   Please provide the names of the LAs in Wales that have failed to supply technically competent officers."
2154,2017-12-08,RoF,Member of the Public,All provided,n/a,2018-01-10,20,"I am seeking the following information:1.  Please provide the total financial cost of the Regulating Our Future programme up to 31.12.2017. 2.  Please break down the total salary costs for all staff working on the ROF programme for each of the following years 2012, 2013, 2014, 2015, 2016, 2017:a.  The total salary budgetb. Total number of staff (full and part time) working on the ROF Programmec.  Titles of the staff working on the ROF programme.d. How many staff are involved in the ROF programme from:i)   FSA Wales,ii) FSA Northern Ireland,iii)   FSA England andiv)   FSA Scotland"
2155,2017-12-11,RoF,Member of the Public,All provided,n/a,2018-01-10,19,"Please can you provide the total cost of all consultants, advisors etc, utilised by the Regulating our Future programme.Also please provide1) the names of paid/procured companies or individuals providing advice to the Regulating our Future programme and2) total costs paid to each company or individualPlease respond to this e mail address"
2156,2017-12-12,Imports Team,Other,All provided,N/A,2018-01-12,20,"I understand the FSA has a national monitoring plan for imports of products of animal origin. Under this plan it carries out random sampling of imports of animal origin to detect residues, pathogenic organisms or other substances dangerous to humans, animals or the environment.I am a researcher looking into the aquaculture sector in Vietnam and am interested in products from this country.I understand that farmed fish and crustacean products from Vietnam have been identified as a high priority by the FSA and should be tested for trimethoprim, macrolides and dyes (e.g. malachite green).I also understand fish products and crustaceans are tested for salmonella bacteria, E.coli bacteria as well as veterinary medicines residues (eg chloramphenicol, sulphonamides, nitrofurans and penicillin) as well as mercury.Please could you provide me with the number of samples of fish and crustaceans from Vietnam tested under this programme the date the consignment was tested the level of antimicrobial; other veterinary medicine residue; chemical; dye or bacteria (salmonella or E.coli) found in each sample whether the consignment was rejected as a result of the sampling Please provide this information for each of the past 5 years (broken down by individual year)"
2157,2017-12-14,,Member of the Public,Withdrawn,n/a,,,"Do you have the all reports, meeting minutes and other information from 1982 which comprises the assessment made by the UK Committee on Toxicity, Consumer Products and Environment when approving aspartame for human use in the UK?"
2158,2017-12-15,,Media,Rejected on cost grounds,n/a,2018-01-17,20,"1. ln 2017 how many DNA tests were conducted on food products for ?sh species identification? How many of these came back with unsatisfactory results? Please give details of these unsatisfactory results including product/brand/manufacturer of the product, the species it was supposed to be and the quantity and species of the detected fish or other foodstuff."
2159,2017-12-18,RLSD,Other,All provided,N/A,2018-01-16,18,"Under the Freedom of Information Act, I would like to know: 1. The total value of fines and penalties collected by the Food Standards Agency each year. Please provide the data for each of the last five years with a year-end 30th November, or whichever year-end date is most convenient. If you cannot provide data for each of the last five years, then please give data for each of the last three years. If that is not possible, then please give data for each of the two most recent years. 2. The number of criminal prosecutions against individuals or businesses the Food Standards Agency launches each year. Please provide the data broken down by individuals and businesses for each of the last five years with a year-end 30th November, or whichever year-end date is most convenient. If you cannot provide data for each of the last five years, then please give data for each of the last three years. If that is not possible, then please give data for each of the most recent two years. If it looks like the work involved with responding to this FOI is going to exceed the time permitted under the FOIA, or you need clarification, then please contact me. "
2160,2017-12-20,FSA IT ,Member of the Public,All provided,n/a,2018-01-18,19," 1) Do you know about the Government?s Cloud First policy?? Yes? No2) Is your organisation using a public cloud for any area of your IT infrastructure? ? Yes? No - If no, please answer questions 6-8 3) What percentage of your IT infrastructure has already been migrated to the public cloud?? Less than 25%? 25% - 50%? 50% - 75%? 75% - 100% 4) Which area(s) of your organisation?s IT infrastructure has/have been migrated (in part or in whole) to the public cloud? Select all that apply.? Database(s)? Application(s)? Security? Storage? We have not migrated anything to the cloud 5) If you are not 100% cloud first, what is your timeline to migrate the rest of your infrastructure to the public cloud?? I am 100% cloud? 6 months or less? 6-12 months? 1-2 years? 2+ years? No, we don?t plan to move everything to the cloud 6) What barriers to public cloud adoption have you experienced? Select all that apply.? Lack of skills needed to implement/manage? Security/compliance concerns? Budget constraints? Inability to prove return on investment (ROI)? Need to continue supporting old, legacy technology? Vendor lock-in (with a cloud provider)? Concerns over IT managing multi-vendor environments 7) How many monitoring and management tools are you currently using to gain visibility into your IT infrastructure?? 1? 2-3? 4-5? 6-7? 8-9? 10 or more? Not sure 8) Are you able to use the same monitoring and management tools for on-premises infrastructure and cloud environments?? Yes? No? Not sure 9) What are the biggest challenges you face when monitoring and managing your public cloud environment? Select all that apply.? Lack of control and visibility into performance? Uncertainty where date resides? Protecting and securing the cloud environments? Performance downtime? Determining the most suitable workloads to move to the cloud? Not fully understanding the benefits of the cloud  10) Are you seeing the expected ROI from public cloud adoption?? Yes? No? Still can?t determine"
2161,2017-12-21,FSA IT ,Member of the Public,All provided,n/a,2018-01-23,20,"If there is more than one supplier for each of the contracts below, please can you provide me with the contract data for each of the supplier including, spend, contract dates, type of lines and number of sites. Contract 11.  Current Lines (Analogue, ISDN VOIP, SIP etc) Provider- Please can you provide me with the name of the supplier for the contract.2.  Fixed Line- Contract Renewal Date- please provide day, month and year (month and year is also acceptable). If this is a rolling contract please provide me with the rolling date of the contract. If there is more than one supplier please split the renewal dates up into however many supplier3.  Fixed Line- Contract Duration- the number of years the contract is for each4.  Type of Lines- Please can you split the type of lines per each supplier? PTSN, Analogue, SIP5.  Number of Lines- Please can you split the number of lines per each supplier? SIP trunks, PSN Lines, Analogue Lines Contract 26.  Minutes/Landline Provider- Supplier?s name (NOT Mobiles) if there is not information available please can you provide further insight into why?7.  Minutes/Landline Contract Renewal Date- please provide day, month and year (month and year is also acceptable). If this is a rolling contract please provide me with the rolling date of the contract.8.  Minutes Landline Monthly Spend- Monthly average spend. An estimate or average is acceptable. 9.  Minute?s Landlines Contract Duration: the number of years the contract is with the supplier.10.  Number of Extensions- Please state the number of telephone extensions the organisation currently has. An estimate or average is acceptable. Contract 311.  Fixed Broadband Provider- Please can you provide me with the name of the supplier for the contract.12.  Fixed Broadband Renewal Date- please provide day, month and year (month and year is also acceptable). If this is a rolling contract please provide me with the rolling date of the contract. If there is more than one supplier please split the renewal dates up into however many suppliers13.  Fixed Broadband Annual Average Spend- Annual average spend for each broadband provider. An estimate or average is acceptable.Contract 414. WAN Provider- please provide me with the main supplier(s) if there is not information available please can you provide further insight into why?15.  WAN Contract Renewal Date- please provide day, month and year (month and year is also acceptable). If this is a rolling contract please provide me with the rolling date of the contract. If there is more than one supplier please split the renewal dates up into however many suppliers16. Contract Description: Please can you provide me with a brief description of the contract17. Number of sites: Pleas state the number of sites the WAN covers. Approx. will do.18.  WAN Annual Average Spend- Annual average spend for each WAN provider. An estimate or average is acceptable. 19. Internal Contact: please can you send me there full contact details including contact number and email and job title for all the contract above. If there is more than one supplier for each contract please can you separate the contract dates and spend for each supplier. Also if no information can be provided for each of the key data types please explain why there is no information."
2162,2017-12-27,Comms,Media,All provided,N/A,2018-01-24,19,"I am writing to you under the Freedom of Information Act 2000 to request the following information from you 27/12/2017: The software used by the Media/Communications team to manage press enquiries, send press releases and maintain a press contacts database. Please specify the value and length of any contracts associated with the tools you use. The software used by the Media/Communications team to monitor the media. Please specify the value and length of any contracts associated with the tools you use. The software used by the Media/Communications team to manage and store interactions with stakeholders (e.g. the media, regulators, government agencies, the community, the public). Please specify the value and length of any contracts associated with the tools you use. The software used by the Public Affairs or any other relevant team to monitor the political environment and Parliament and log interactions with politicians, civil servants, lobbying bodies, trade unions, etc. Please specify the value and length of any contracts associated with the tools you use. "
2081,2017-08-14,Dairy Ops,What do they know,All provided,,2017-09-12,20,"Request 1: 14/8For each year from 2012 to date, by individual year, the amount of raw milk sold in the UK. Please advise if your figures are estimates or actual figures For each year from 2012 to date, by individual year, the number of individual consumers that drink raw milk in the UK. Please advise if your figures are estimates or actual figures.Request 2: 16/8Please provide the herd size as at their last FSA inspection for each of the 177 dairy farms listed on your website as producing raw drinking milk for sale direct to the public. If the data needs to be anonymised for data protection reasons, please list the farms 1 to 177 and state the herd size for each. Please state for each farm what species the raw milk is from, i.e. cows, goats, etc. Please state for each farm if that farm also produces milk for pasteurisation. Please indicate next to any farm linked with food poisoning from their raw milk such that the herd size can be seen for any farm linked with food poisoning and if that farm also produces milk for pasteurisation."
2057,2017-06-20,Operations,Media,All withheld,"S30, S43",2017-09-11,28,"Please could you send me the audit reports for all slaughterhouses and meat cutting plants rated as 'improvements necessary' and 'urgent improvement necessary' for each inspection since 2014Please include the number of non-compliances - minor, major and critical - recorded by FSA auditors during full audit along with details where the non-compliances were found. Narrowed request as follows:- Could you send me the reports from Moy Park and ABP Langport initially - ideally all FSA reports since 2014 "
2068,2017-07-21,Consumer Protection,Member of the Public,Part withheld,s40,2017-08-25,40,"I have been advised by my local trading standards officer to request a freedom of information concerning chicken and veg soup purchased from my local M & S store. The Officer is currently engaged with this matter but, as I said, he suggests I make this personal request.On March 22 2017 I purchased a this soup and found it to be contaminated by something as yet I do not know. The soup caused ill health.......some 6 weeks with serious lung, throat and breathing difficulties. My doctor can confirm this.We have been unable to identify exactly what the contaminant was but we need to know....whether long term healthy damage is likely or not I have tried via M & S customer services who have refused to help. Finally my local trading standards officer has taken up the case I can provide further information according to your response"
