CaseNumber,DateOfRequestReceived,Division-Branch,ApplicantCategory,Outcomes,ExemptionsApplied,DateOfResponseSent,DaysTakenToComplete,RequestWording
2305,2018-10-04,HR,Member of Public,Part withheld,S40,2018-10-31,19,"                       ****Round Robin****I am looking for information about bullying complaints. Please could you provide me with the following:1.     How many people have made complaints that they suffered bullying by other members of staff in the last three calendar years (up to and including September 2018)? Please could you break this information down by year and gender.2.      How many members of staff have faced  disciplinary investigations as a result of an accusation of bullying made against them in the last three calendar years (up to and including September 2018)? Please could you break this information down by year, gender. In each case, please could you state whether any misconduct was found and, if so, what type of disciplinary action was taken including verbal/written/final warnings, suspension, dismissal etc."
2306,2018-10-08,Incidents,Media,All provided,N/A,2018-10-31,18,"* Please disclose the number cases the Food Standards Agency has been alerted where food allergies have resulted in fatalities in the years 2016, 2017 and to date in 2018;* Please provide a breakdown for each year showing the type of allergy linked to the fatality."
2307,2018-10-03,NFCU,Member of Public,All withheld,S30 & S31,2018-10-31,20,"How can I obtain a list of names of those who have died from DNP in this chart in the column on the right ""Fatal cases (combined NPIS FSA and ONS data)""? I would like the names from 2015 - 2018 in that combined column. Is it public information and if so, how do I, from the U.S. obtain the list of those who have died from DNP in the years from 2015 - 2018 in the combined combined NPIS FSA and ONS data? Who keeps that information and how do I obtain the names? Are the inquests from 2018 complete?"
2308,2018-10-12,Incidents,What do they know,All provided,N/A,2018-10-31,13,"Please can you provide the number of incidents of labelling non-compliance 2016-17 and 2017-18, in relation to a failure to identify sesame in food."
2309,2018-10-17,HR,Media,All provided,N/A,2018-11-05,13,"I write to request the following under the freedom of information act. 1. For each of the last five financial years, and the current financial year to 15.10.18. please provide:a. The total number of Non-Disclosure Agreements agreed with staff members working for your department b. Of these, please specify how many involved an allegation or complaint of sexual harassment. c. For the sexual harassment complaints, please provide the 5 longest and average time period from complaint to resolution. 2. For the period specified above, please provide:a. Total departmental spend by year to settle sexual harassment allegations. Please break down the settlement spend; 1) as part of an NDA 2) without an NDAb. Where possible, please include if any of the NDAs signed including a provision not to report the incident, including to the policec. The total number of settlements made per year to settle sexual harassment allegations?3. The number of staff who left a role before a sexual harassment complaint was resolved "
2310,2018-10-18,FSA IT,Business,All provided,N/A,2018-11-01,8,"As per the FOI Act, I would like to request specific information from your organisation regarding the IT software estate currently in place. The reason for my request, is that we will approach organisations such as your own to establish how much we can save you from your IT budget, through our compliant pre-owned software licensing models. I would specifically like to request the following, in electronic format please: 1. What is the current number of staff who use a PC or a laptop within your organisation?2. What are the current Microsoft software licences (server and desktop) that you are using?3. What is your annual IT spend on Microsoft licences?4. Has your organisation moved, or is planning to move, to the Cloud in the next 12 months?5. Are you due to undertake a review of your software estate in the next 12 months?6. What is the name of the decision maker for IT spend in your organisation?"
2311,2018-10-19,Legal,What do they know,All provided,N/A,2018-11-27,19,"1. For each of the last 10 financial years, and the current financial year to 18.10.18 please state: - the number of legal disputes between your department and other central government departments and non-departmental government bodies.For each, please provide-A list of the court cases related to the dispute, with current status (resolved or ongoing) -Total time period of the dispute from bringing of proceedings until conclusion. -Total cost in legal fees and related administration costs to your department2. For each of the last 10 financial years, and the current financial year to 18.10.18 please supply the number of legal disputes between yours department and a UK local council (including district, county, borough, unitary, parish).For each, please provide-A list of the court cases related to the dispute with current status (resolved or ongoing) -Total time period of the dispute from bringing of proceedings until conclusion. -Total cost in legal fees and related administration costs to your department.3.For each of the last 10 financial years, and the current financial year to 18.10.18 please state the number of legal disputes between your department and a regional mayoral department.For each, please provide-A list of the court cases related to the dispute, with current status (resolved or ongoing) -Total time period of the dispute from bringing of proceedings until conclusion. -Total cost in legal fees and related administration costs to your department*******************CLARIFICATION*******************1)    Please provide information on all incidents that resulted in a case being heard in UK court.2)    Please provide information on all incidents that were subject to a legal dispute (such as the sending of letters before action) but were settled out of court, if this can be provided within the cost limit set out under the FOIA."
2312,2018-10-24,Operations,Member of Public,Part withheld,"s30, s31",2018-12-19,40,"Please will you list any food hygiene enforcement action that the Food Standards Agency has taken against the Waltham Forest based businesses [a food business operator].,[a food business operator]., [a food business operator]., and [a food business operator]. from January 2015 to October 2018, briefly stating in each case why the action was taken?"
2313,2018-10-26,Food Crime Unit,Member of Public,Part withheld,s30,2018-11-23,20,"Under the Freedom of Information Act 2000, please provide me with the following information:1) Please could you provide figures for the total number of new reports of fraud recorded on the national food fraud database each year from 2014 until 2018 inclusive, ('total reports' meaning all reports submitted by local authorities, regional liaison groups, consumers, industry, police, government departments, enforcement bodies, and regional intelligence databases). 2) Please could you provide figures for the number of these reports which were submitted by each local authority, for each year over this period. 3) Please could you provide the number of new reports of food fraud recorded on the FFDB in each of these years, broken down by a) food business type, b) food type, c) nature of suspected or confirmed fraudulent activity."
2314,2018-10-26,UKFSS,Member of Public,Part withheld,s12,2018-11-23,20,"1) The number of English local authorities which recorded test results from food and feed samples on the United Kingdom food surveillance system each year from 2009 to 2018 inclusive? For each year, please provide the names of those local authorities which have submitted no data.2) The number of times in each of these years that food samples were found to have been adulterated, misbranded or mislabelled ? i.e. were found to contain inferior, unspecified or foreign food substances, or where key ingredients were found to have been substituted for alternatives.a) Please break these results down by food category, food business, and provide brief details of each case ? again for the years 2009-18 inclusive.3) How many private food businesses share the amount, nature or results of testing they undertook in each of the year in this timeframe?4) Where this has been shared with the FSA, please provide the number of food samples tested by private food businesses which were found to have been mis-sold or adulterated in the way described above ? for each year in this timeframe."
2315,2018-11-01,Operations,What do they know,Rejected on costs grounds,s12,2018-11-16,9,"Please supply give me data  on any mention of the word ?halal?  in Official Veterinarian reports in slaughterhouses,  over the past three years.  That will include the reports, Or there reports which have any mention of specific  equipment , referred to above, used for halal slaughter in the reports. "
2316,2018-10-29,Ops Assurance,What do they know,Not held,N/A,2018-10-31,2,"request-247954-8aabc0dd@whatdotheyknow.comFollowing  on from the previous request (above) (FOI 1670) , please provide me with the names of all halal  slaughterhouses in the UK."
2317,2018-10-27,Ops Assurance,Academia,All provided,N/A,2018-11-02,4,"How many broiler chickens are subject to religious slaughter (Halal and Kosher)?per week/month/year, don't mind which, and how many of those?are pre-stunned? Of the whole total of broilers slaughtered what % are subject to religious slaughter? How many broiler chickens are culled under emergency procedures during processing? Are there any figures available about things such as number of broilers that are not successfully cut or how many enter the scald tank alive?"
2318,2018-10-29,Operations,Member of Public,Part withheld,s43,2018-11-13,11,"Under FOI laws please could you provide this data collated by the Food Standards Agency relating to England, Wales and NI:  1, For each of the below areas (as listed in the FSA meta-data for meat plant audits) , for the years 2015, 2016, 2017, 2018 to date, please supply the total number of major and critical non-compliances recorded in both full and partial audits (please specify which type of audit for each non-compliance).  2, For each major and critical non-compliance, the name of the abattoir / meat plant where the non-compliance took place, and the date of the audit.  "
2319,2018-10-29,Comms,Member of Public,Part withheld,"s30, s31, s40",2019-01-08,40,"1, Copies of any correspondence between Food Standards Agency and Animal & Plant Health Agency, Public Health England, Department for Environment, Food and Rural Affairs (officials or ministers) and any other government departments or individuals, relating to the planning and strategy and PR around public communication / dissemination of information around the recently identified increase in salmonella connected to lamb and sheep meat, as outlined here in the following press notices:  https://www.food.gov.uk/news-alerts/news/advice-on-cooking-raw-meat-following-rise-in-salmonella-typhimurium & here https://www.gov.uk/government/news/rise-in-cases-of-salmonella-typhimurium****************CLARIFIED REQUEST*******************Any material between the FSA and APHA / PHE specifically relating to the planning and strategy and PR around public communication / dissemination of information regarding the second spike of reported cases of salmonella in lamb and sheep meat."
2320,2018-10-29,Legal,Member of Public,All provided,N/A,2018-11-26,20,"Using FOI legislation, please supply the below information I believe is held by the Food Standards Agency 1,  Details of the offences which led to the prosecution of Anglo Beef Processors UK in 2015 for breaches of the TSE England Regulations 2010 - to include the number ofd breaches, an outline of what the company was accused of doing under each breach (e.g. not removing vertebral column from meat) , which meat plant the offences took place at   , and what the penalty was. 2, Details of the offences which led to the prosecution of  HR Jasper & Son Ltd in 2014 for breaches of the TSE England Regulations 2010 - to include the number of breaches, an outline of what the company was accused of doing under each breach (e.g. not removing vertebral column from meat) , which meat plant the offences took place at   , and what the penalty was. 3, Details of the offences which led to the prosecution of FBOs Cleveland Meat Company Ltd, Simply Halal Ltd (Banham) and Euro Quality Lambs  in 2013 for breaches of the TSE England Regulations 2010 - to include the number of breaches, an outline of what the company was accused of doing under each breach (e.g. not removing vertebral column from meat) , which meat plant the offences took place at   , and what the penalty was. "
2321,2018-10-30,FSA IT,Business,All Provided,N/A,2018-11-14,12,"Please can you send me the following contract information?1.            Wi-Fi Provider- Who is the contracted supplier for the Wi-Fi contract.2.            Average Annual Spend ? Please state the annual average spend over three years for each supplier. If this is a new contract please state the estimate annual average spends. If there is more than one Wi-Fi provider please split annual for each individual provider.3.            Number of Wi-Fi Users- Please state the number of users the Wi-Fi contract is in place for. An estimate number of users will also be acceptable. If there is more than one Wi-Fi provider please state the number of users for each individual provider.4.            What is the contract Type: 1. WiFi= WiFi contract, 2. Managed=Part of a larger contract, 3. In-house=is the Wi-Fi managed and maintained in-house.4.            Number of Locations/Site- I require the number of locations/sites the Wi-Fi contract is contracted for. If there is more than one Wi-Fi provider please state the number of sites for each individual provider.5.            End User Offer- What the Wi-Fi offers to the end users e.g. Unlimited, Pay as you go, free 1 hour access or just free access. If there is more than one Wi-Fi provider please state the number of sites for each individual provider.6.            Manufacturer Name/Brand- Please provides me with the brand names of the Wi-Fi equipment which many include manufacturers of the access points and routers. If there is more than one Wi-Fi provider please state the Manufacturers Name for each individual provider.7.            Contract Description- Please provide me with a brief description of the solution in place for Wi-Fi and any other services provided under the contract. If there is more than one Wi-Fi provider please state the contract description for each individual provider.8.            Actual Contract Start Date- Please can you state the Start date of the contract. If there is more than on Wi-Fi provider please split contract dates for each individual provider.9.            Actual Contract Renewal/Expiry Date- Please can you state the renewal/expiry date of the contract. If the contract is coming up for renewal if possible please state the likely outcome of the Wi-Fi contract.10.          Contact Details- I require the person from within the organisation responsible for the Wi-Fi contract. Can you please provide me with their full contact detail including contact number and an email address? If there is more than one Wi-Fi provider please state the contract details for each individual provider.IF the organisation doesn?t have a Wi-Fi contract in place please state when the organisation plans to have a Wi-Fi contract in place. Please do this by providing me with a month and year and if possible what type of solutions they plan to want in place and the number of locations. If this service is provided in-house please provide me with:1.       Number of Users2.       Number of Locations/Site3.       End User Offer4.       Manufacturer Name/Brand5.       Contact Details- I require the person from within the organisation responsible for the Wi-FiIF the organisation has this service (Wi-Fi) as part of a managed service please can you provide me with the contract details of the managed contract including:1.            Current Provider2.            Number of Users- This is normally the total number of staff with the organisation.3.            Contract Description- Please can you provide me with a brief contract description of the overall contract.4.            Contract Expiry Date- Please 5.            Contract Review Date6.            Contact Details- I require the person from within the organisation responsible for the Wi-Fi contract. Can you please provide me with their full contact detail including contact number and an email address."
2322,2018-10-31,EU Exit team,Media,All provided,N/A,2018-11-08,6,"1) How many Non-Disclosure Agreements (NDAs) relating to Brexit preparations have been signed between: ? The Food Standards Agency (FSA) and private companies since July 2016; ? FSA and trade associations since July 2016?2) How much did FSA spend on NDAs relating to Brexit preparations between:? FSA and private companies since July 2016; ? FSA and trade associations since July 2016?3) Please provide a breakdown of the reasons for the NDAs relating to Brexit preparations between, for example, for reasons of commercial sensitivity, or for confidentiality related to the British negotiating position: ? FSA and private companies since July 2016; ? FSA and trade associations since July 2016?"
2322,2018-10-31,HR,Member of Public,All provided,N/A,2018-11-08,6,                               *** Round Robin***1. Name of the unions signatory to your main collective agreement covering pay and conditions.2. Please state the settlement date of your latest collective pay agreement.3. Please state the employee groups covered by the pay agreement.4. Please state the number of employees covered by the agreement.5. Please provide a copy of your latest pay agreement.6. Was the latest pay settlement under the remit of the 2018/19 Civil Service pay guidance?7. Please list the current grades and pay rates together with the previous year?s grades and rates for the below roles or their equivalents:a] Administrative Assistant (AA)b] Administrative Officer (AO)c] Executive Officer (EO)d] Higher Executive Officer (HEO)e] Senior Executive Officer (SEO)f] Grade 6g] Grade 78] Please give details of any individual performance-related increases paid in terms of the percentage of the paybill allocated to fund these awards and please state whether these were consolidated or non-consolidated.9] Please state the overall paybill increase as a result of the 2018/19 pay settlement (including employer National Insurance and employer pension contributions).10] Have any other changes been made to terms and conditions as part of the latest pay award?11] Please provide the name and contact details of the person/s responsible for overseeing your organisation?s annual pay negotiations.12] If an agreement has yet to be reached please state the month in which you anticipate 2018/19 pay increase will be paid. 
2323,2018-10-31,Health Safety and Wellbeing,Member of Public,All provided,N/A,2018-12-21,37,"Please could you supply information as follows:  1, The number of recorded incidents of harassment, bullying, obstruction, violence, intimidation, criminal damage* (however recorded by FSA) reported by FSA or contracted staff, eg OV or MHI, working at slaughterhouses / meat processing plants** between 24th August 2017 and the present date. *Criminal damage to FSA staff property. ** In all regions data is held by FSA eg England, Wales, NI etc - Scotland if held 2. The names / locations of the plants in question & details of each incident as held, what action was taken and the consequences that followed e.g. verbal advice, written warning, legal proceedings. "
2324,2018-10-31,EU Exit team,Media,Not held,N/A,2018-11-28,20,"                              ***Round Robin***1) How many Non-Disclosure Agreements (NDAs) relating to Brexit preparations have been signed between: ? The Food Standards Agency (FSA) and private companies since July 2016; ? FSA and trade associations since July 2016?2) How much did FSA spend on NDAs relating to Brexit preparations between:? FSA and private companies since July 2016; ? FSA and trade associations since July 2016?3) Please provide a breakdown of the reasons for the NDAs relating to Brexit preparations between, for example, for reasons of commercial sensitivity, or for confidentiality related to the British negotiating position: ? FSA and private companies since July 2016; ? FSA and trade associations since July 2016?"
2325,2018-10-29,Incidents,Member of Public,All provided,N/A,2018-11-26,20,"In relation to the increased number of cases of Salmonella Typhimurium linked to sheep and lamb meat in recent months (as announced by cross government departments on 19th Oct 2018) I am interested in knowing   1, A summary of the (general and specific) official control actions taken by the FSA (and FBOs under FSA instruction) in slaughterhouses and cutting plants linked to the contaminated meat. For example, actions to reduce contamination of carcasses during processing, or action taken to reject contaminated livestock arriving at the facilities.   2, The total number of slaughterhouses and cutting plants contaminated meat has been detected at / traced to. 3, The number and nature of breaches / non-compliances that have been identified in relation to this salmonella outbreak at meat plants / slaughterhouses involved. 4, The volume of meat declared unfit for human consumption and diverted from the human food chain as a result of this salmonella incident. 5, The number of meat samples tested for salmonella in addition to that usually tested for under standard operating protocols, as a result of this salmonella outbreak. "
2326,2018-11-05,IT commercial,Member of Public,Not held,N/A,2018-11-09,4,"Can you confirm the SAP ERP version you are currently using?Who provides your SAP Security, Authorisations and Role Design support?Can you please confirm if you currently use SAP Access Control?If you do use Access Control, what version is installed (options are v5.3, v10.0, v10.1 or v12.0)?Do you have a support contract with an external provider to support SAP Access Control install?Can you please confirm if you currently use SAP Process Control?If you do use Process Control, what version is installed (options are v5.3, v10.0, v10.1 or v12.0)?Do you have a support contract with an external provider to support SAP Process Control install?Can you please confirm if you currently use SAP Risk Management?If you do use Risk Management, what version is installed (options are v5.3, v10.0, v10.1 or v12.0)?Do you have a support contract with an external provider to support SAP Risk Management install?Can you confirm if you currently have any other SAP GRC software installed?List of SAP GRC software includes, but not exclusive to:i. Business Integrity Screeningii. Single Sign-Oniii. Identity Managementiv. Audit Managementv. UI Maskingvi. UI Loggingvii. Read Access Loggingviii. BusinessObjects Access Controlix. Versa GRCIf you do not have any SAP GRC installed/utilised, are there any plans to purchase and install the GRC software?If you have implemented any of the aforementioned software and have a support contract what is the renewal date of that contract?Where is your SAP infrastructure located and in what format?When is the contract for third party support of your SAP infrastructure due for renewal?Where do you advertise any SAP related procurement opportunities?"
2327,2018-11-02,FCT,Business,Not held,N/A,2018-11-19,11,"Under the freedom of information act I would like to make a request for any cases within the last decade where traces of dog or cat meat have been found on the premises of any establishment where food is produced, prepared or sold for human consumption."
2328,2018-11-07,Ops Assurance,Member of Public,Open for clarification,N/A,,,"1. Please provide a breakdown of the following information on abattoirs and slaughterhouses in England and Wales during the period of Jan 2012 to present: ? Address? Postcode? Name? code of abattoir? number of employees (if held)? what kind of animals are slaughtered in each abattoir and how many.Thank you to provide the information you held on these dates :? Jan 2012 to Dec 2013? Jan 2013 to Dec 2014? Jan 2014 to Dec 2015? Jan 2015 to Dec 2016? Jan 2016 to Dec 2017? Jan 2017 to present2. Please provide details of all reports of non-compliance during the period Jan 2016 to present including: ? date of report, ? name and code of abattoir, ? grounds of report"
2329,2018-11-07,Food contact Materials,Media,All provided,N/A,2018-12-05,20,"Under the Freedom of Information Act 2000, I request the following information:Documents pertaining to the rationale or argument behind the submissions of the following detailed opinion: 2016/333/D [ec.europa.eu] - (Consumer Goods Regulation relating to printing inks for food contact materials)I request the original documents not a summary. If this is beyond the allotted hours for an FOI, please send the maximum you can gather within the time limit. Please send me a confirmation code when my request is logged. "
2330,2018-11-07,Chemical contaminants,Member of Public,All provided,N/A,2018-11-27,14,I'd like to make a request for information relating to micro plastic contained within the supply of fish and shellfish in the UK. Have the FSA taken any samples of fish and shellfish on sale in England and tested for the presence of micro plastics? What test results are available for micro plastics in fish and shellfish available in England? Is the data available to be shared? Is the food standards agency taking any action on micro plastics in the sale of fish and shellfish in the UK? 
2331,2018-11-07,Incidents ,Member of Public,Part withheld,"S31, S43",2019-01-07,40,"For each of the following incidents as recorded on the FSA's ""Incident database"" covering 2017 and 2018 (see https://data.food.gov.uk/catalog/datasets/f0db1a56-1088-4199-9e42-ddcde2546237), and relating to Brazilian poultry meat products, details of the pathogenic organism (eg salmonella) found in the consignment, and the name of the company and / or meat plant where the product originated, or - if that is not held - the name of the ""sender"" of the product, if held.  If the request exceeds permitted time, please supply what data you can within the allocated time, starting with the most recent incidents (eg 2018, working backwards)  UNIQUE REFERENCE NUMBER ICID00031446ICID00031447ICID00031544ICID00031558ICID00031599ICID00031701ICID00032208ICID00032284ICID00032335ICID00031195ICID00031196ICID00030977ICID00030982ICID00030885ICID00030956ICID00030531ICID00030657ICID00030439ICID00030472ICID00030205ICID00030273ICID00030297"
2332,2018-11-08,Operations,Member of Public,Normal business,N/A,2018-11-16,6,I write to request information concerning Abattoirs that are licensed to slaughter horses for human consumption.Please would you provide me with the following information: The details of Abattoirs in England that are currently licensed to slaughter horses for human consumption.
2333,2018-11-14,FCT,Member of Public,Not held,N/A,2018-12-10,18,"                        ****Round Robin****For your authority?s core headquarters department, please state1)   The total amount spent on team building activities, away days and other social actives designed to foster cohesion among staff in each of the following financial years.a)    2013/14b)   2014/15c)    2015/16d)   2016/17e)    2017/18f)     2018/19 to 13.11.182)   For each of the above years, please providea)    A list of each team building activity completed by your staff in that yearb)   The amount spent by your authority on each of these activity in that yearc)    The number of staff that took part in each activity in that year.d)  The accounting line description of the activity. e)  A brief description of the activity completed (taken from invoices or other centrally held record, to ensure the request falls within cost. If it is impossible to do this within cost, please disregard this question. "
2334,2018-11-14,HR,Media,All provided,N/A,2018-11-26,9,"                    *** Round Robin***Cabinet Office Clearing House to see draftMy request relates to sexual harassment in the work place. If the department does not have offices in Wales, please could you disregard the rest of this email and respond confirming that is the case?If the department does have offices in Wales, please answer the following questions but please be specific to employees/former employees who are/were working in offices in Wales.Please provide a total figure across the financial years 2015-16, 2016-17, and 2017-18 for the following information:1. In total, how many accusations of sexual harassment were made by members of staff against other members of staff?? Of these in 1, how many complainants were women?? Of these in 1, how many of those accused were men?2. How many members of staff were subject to disciplinary proceedings due to accusations of sexual harassment in the work place?3. How many members of staff were dismissed due to sexual harassment in the work place? 4. How much money has the department paid out in damages/compensation or in settlement agreements to individuals as a result of sexual harassment proceedings? The answer should include cases where an out of court financial settlement was reached after a claim had been filed, even when the department does not accept the claim/liability; and it should also include cases where court proceedings were not initiated but the department paid damages/compensation or entered an agreement without itself necessarily accepting liability.? What was the largest single sum paid out for such purposes? (If finding this information would tip the request over the threshold for costs of compliance, please disregard this question)5. What is the department?s policy for entering non-disclosure agreements (NDAs)?6. In how many cases in the years specified above has the department used NDAs to resolve sexual harassment cases? (If finding this information would tip the request over the threshold for costs of compliance, please disregard this question)"
2335,2018-11-14,FCT,What Do They Know,Not held,N/A,2018-11-15,1,Please could you tell me how many restaurants and food outlets in Surrey have been in trouble with the FSA over their Christmas menu over the past five years (since October 2013).Please provide:- The restaurant name and address- the date they were reported- what the complaint was about- what action was taken
2336,2018-11-15,Ops Assurance,Pressure Group,Not held,N/A,2018-12-05,14,"I have been comparing the figures of poultry slaughtered without stunning for Q1 2017-18, and Q1 2018-19. I noted that the percentage of poultry slaughtered without stunning for Q1 2017-18 was 18.5% (45,3965,83 birds in total), while for Q1 2018-19 the percentage had dropped to 6.2% (16,098,266 birds). Additionally, the number of non-stun slaughter plants had decreased from 25 in 2017-18 to 16 in 2018-19. Could the Food Standards Agency please offer an explanation as to: 1. Why the percentage of poultry slaughtered without stunning has experienced such as rapid decrease in a 1 year period? 2. Why 9 plants have ceased non-stun slaughter of poultry in a period of one year?"
2337,2018-11-16,HR,Media,Not held,N/A,2018-11-27,7,"I am looking for information about non disclosure agreements signed by staff in relation to severance payments. Please could you provide me with the following: 1. How many non-disclosure agreements have staff signed over the past three calendar years (up to and including October 2018)? Please could you break this down year by year and, if possible, by gender.2. Of those staff members who have signed non-disclosure agreements, how many have made a complaint of bullying or sexual harassment against another member of staff? Please could you break this down year-by-year and categorise by bullying and sexually harassment complaints.3. How much money has been spent over the past three calendar years (up to and including October 2018) to settle sexual harassment or bullying allegations made by staff about other staff members? Please could you break this down by year and by type of complaint. Please could you also state whether the settlement did or did not include a non-disclosure agreement. 4. How many financial settlements have been made with staff over the past three calendar years (up to and including October 2018) in response to allegations of bullying or sexual harassment they have made about other members of staff? Please could you break this down year by year and by type of complaint. "
2338,2018-11-29,EU Exit team,Member of Parliament,Still being processed,N/A,,,.............I would therefore like to request 1.       A list of each individual workstream; 2.       The scope and terms of reference for each workstream. 3.       The total cost of each of those workstreams and a breakdown of that cost.4.       Which of the workstreams have been completed.5.       Which of the workstreams undertaken have been commissioned internally within the Civil Service and which have been commissioned externally6.      A copy of each completed workstreamI would like to request that the above information to be provided to me as both as paper and electronic copies.............
2339,2018-11-01,Novel Foods,Member of Public,Not held,N/A,2018-11-26,17,": ?I formerly request under the Freedom of Information Act 2000, that I be provided with the necessary information that I am entitled to concerning this matter. I specifically request the information under the Freedom of Information Act 2000 concerning why this product is not deemed 'novel', and further the information provided to the FSA from Aldi UK that confirms that the process of manufacture does not moleculary (sic) change the structure of ovulated sturgeon roe.? "
2340,2018-11-20,FOI Team,Pressure Group,Not held,N/A,2018-12-13,18,"Within the past two calendar years:1. Has in-house catering (e.g. staff or public cafeteria etc.) ever included halal meat?2. Whenever the catering has included halal meat, was it always labelled as such?3. Whenever the catering has included halal meat, was there always a separate meat option for people who do not wish to eat halal meat?4. Was halal meat from animals that have not been stunned before slaughter ever served? (NB: halal meat certified by HMC is never stunned before slaughter)5. If the halal meat was from animals that have not been stunned before slaughter, was it clearly labelled as such?"
2341,2018-11-19,Health Safety and Wellbeing,Industry,Part withheld,S40,2018-12-14,19,"Request relates to FOI 2323 reported incidents of bullying and harassment. The FBO is requesting information about the alleged incident which took place at their premises.I am writing to you in connection with a request for information received by [a food business operator] under the Freedom of Information (FOI) Act.   The information which is requested is :1. The name of the person who put in the complaint.2. The name of the person who is supposed to have caused the complaint.3. The date and time of the alleged occurrence.4. The site where the alleged ""verbal abuse"" took place.    5. The transcript of the complaint.6. The follow-up from this alleged complaint with regard to reporting to [ a food business operator]."
2342,2018-11-22,FCT,Media,Not held,N/A,2018-11-23,5,"? The number of formal enforcement actions taken (ranging from written warnings to prosecutions) relating to food allergy/intolerance. Please include total figures and figures for each local authority for the years:(a) 2018 to date (b) 2017(c) 2016(d) 2015(e) 2014 (f) 2013(g) 2007(Please supply information by calendar years, or, if this is not possible, by financial years).? Full details of breaches in food labelling for the years specified.? Details of cases that lead to serious injury and/or deaths for the years specified.? Number of prosecutions and written warnings for the years specified."
2343,2018-11-27,Ops Assurance,Media,All provided,N/A,2018-12-20,17,"1. A breakdown of the number of slaughterhouses in England that had by 5 November 2018 failed to install and operate CCTV systems in all areas where there are live animals, as set out in the Mandatory Use of Closed Circuit Television in Slaughterhouses (England) Regulations 2018.  2. A breakdown of the number of slaughterhouses in England that had installed and were operating CCTV systems in all areas where there are live animals by 5 November. 3. The number of total slaughterhouses in England required to comply with the Mandatory Use of Closed Circuit Television in Slaughterhouses (England) Regulations 2018 legislation.  4. If the numbers provided to questions 1 and 2 do not equal the number provided to question 3, an explanation as to the status of those slaughterhouses neither considered to have installed CCTV systems, nor to have not installed them. "
2344,2018-11-30,FCT,Pressure Group,Not Held,N/A,2018-12-14,10,Could you please tell me what percentage of meat from animals that were slaughtered without stunning in the past three financial years was exported from the UK?
2345,2018-12-06,Ops Assurance,Member of Public,Part withheld,S31 & S38,2019-01-10,20,"My request relates to the FSA Enforcement System Database for slaughterhouses as mentioned on page 9 of this report. https://www.fsis.usda.gov/shared/pdf/England-2017-FAR.pdf I would like to request the data held in this database for all slaughterhouses in England between the years 2013 to 2018.I would like to receive the information in an electronic format. If you feel that a substantive response to this request is not possible within a reasonable timeframe or the request is too broad, I would be grateful if you could contact me by email and provide assistance as to how I could refine the request."
2346,2018-12-07,Ops Assurance,Member of Public,Part withheld,S31,2018-12-20,9,Could you please provide me with details of all Food Business Owners non-compliant with The Mandatory Use of Closed Circuit Television in Slaughterhouses (England) Regulations 2018 as of 6/11/18?
2347,2018-12-10,FOI Team,Member of Public,Not held,N/A,2018-12-13,3,I am writing to request the locations of all milk production facilities(Dairy Farms) in Northern Ireland under the Freedom of Information Act.I do not believe this information is reasonably accessible but please correct me if it is.
2348,2018-12-11,Ops Assurance,Academia,Still being processed,N/A,,,"A. The number and type of every species killed during 2015, 2016, 2017 and 2018 at slaughterhouses in England and Wales. B. The number of cows slaughtered between this period at dedicated slaughterhouses in England and Wales whose carcasses were rejected for use as meat, and correspondingly, the number of cows slaughtered during the same period whose carcasses were used for meat (e.g. slaughtered for the purposes of sale as meat).C. Any details regarding why the cow meat was rejected between this period broken down by each year.D. Any instances of cow slaughter where animal welfare laws were found to have been breached (between the same time period), and details of why."
2349,2018-12-11,Contaminants / Private Office,Member of Public,All provided,N/A,2019-01-07,16,"1) Could you please provide me with all correspondence (between FSA and external organisations, companies and/or individuals) since Jan 1st 2017 up to the 10th December 2018 regarding the FSA advice on eating lead shot game: https://www.food.gov.uk/safety-hygiene/lead-shot-game2) The above link to the FSA advice states that the advice was updated on the 19th December 2017. Could you tell me what changes were made to the advice and the evidence base for those changes.3) Could you please send me the full text of the advice on eating lead shot game before it was changed on the 19th December 20174) Have any meetings been held between the Chairman of the Board, Heather Hancock and representatives of any of the following organisations: The British Association for Shooting and Conservation (BASC); The Game and Wildlife Conservation Trust (GWCT); The Moorland Association and The Countryside Alliance.5) Regarding question 4, if any meetings have been held could you please provide me with the dates, which organisations attended, agenda and minutes from those meetings.6) Have any meetings been held between any FSA staff and representatives of the British Game Alliance"
2350,2018-11-20,Incidents ,Legal,All withheld,s30,2018-12-18,20,"RE:   [a food producer]OUR CLIENT:  [an individual]DATE OF ONSET: 21st August 2018 We act in respect of a personal injury claim for the above named client.As a consequence of consuming [a foood producer] liquid egg white purchased from [a health food shop], our client has been diagnosed with Salmonella.We understand that Environmental Health were notified of our client?s illness and the Food Standards Agency were involved in the investigation and product recall. We would be grateful if you could please provide us with a copy of your investigation report/summary (including any laboratory reports) and copies of correspondence with Environmental Health and Public Health England. "
